0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,query_id
5,1,1,2,1,1,1,2,1,1,21,1,1,1,1,1,4,4,1,3,1,4,5,2,1,1,1,2,1,1,1,3,1,2,3,1,1,4,1,4,1,2,8,2,1,1,1,10,4,2,1,1,6,1,1,1,3,2,1,1,1,4,1,1,1,3,1,17,1,2,3,3,3,1,3,9,1,2,2,1,9,1,1,3,1,2,21,5,1,2,1,2,1,4,1,1,2,18,15,1,task_10
1,4,1,4,5,3,1,2,1,1,3,1,6,4,1,1,1,5,1,1,7,1,1,2,1,4,16,1,1,3,1,1,1,3,1,2,1,1,1,4,1,2,3,1,4,2,2,1,4,1,1,9,1,1,1,2,1,1,1,1,3,10,1,2,1,8,1,1,1,1,2,1,1,1,1,12,1,1,1,1,1,1,1,4,1,2,1,1,1,4,1,9,1,1,1,1,1,1,1,1,task_11
1,1,5,1,1,1,2,1,22,8,1,2,6,1,1,1,1,1,1,1,1,1,2,1,1,1,1,11,7,2,2,1,1,1,1,2,1,1,1,1,12,1,1,3,2,1,3,1,2,1,1,1,2,1,1,2,2,1,1,3,1,1,1,2,2,1,1,1,8,1,64,1,1,1,1,1,9,1,1,1,4,1,1,1,2,1,4,2,1,2,1,5,5,1,1,1,2,1,3,11,task_12
1,8,1,1,3,2,6,1,1,1,1,1,1,1,6,1,3,1,2,1,1,1,1,16,4,1,1,3,3,1,1,1,1,2,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,5,2,3,2,1,1,1,1,1,1,17,1,1,1,2,2,1,2,1,1,1,4,1,1,1,1,1,4,5,1,1,5,4,3,1,2,1,2,1,4,1,1,5,1,1,1,1,1,16,1,1,task_13
1,2,5,1,1,2,1,1,1,4,1,2,3,2,3,1,4,13,1,1,1,5,1,1,1,1,7,1,1,1,2,2,4,1,8,1,1,1,2,3,2,1,1,1,1,3,1,1,2,1,1,5,3,1,1,1,1,2,2,2,4,2,1,3,6,1,2,2,1,1,1,1,1,5,10,1,1,1,2,1,1,1,1,2,1,1,14,5,2,1,1,107,1,1,1,3,2,1,3,1,task_14
1,1,1,3,1,1,1,1,1,3,1,1,2,73,15,1,3,2,1,1,1,14,1,1,1,1,1,2,2,13,1,6,17,1,2,1,1,1,3,1,43,258,8,1,1,2,1,1,1,4,2,2,2,1,3,1,2,1,1,1,1,7,1,1,1,1,1,1,1,7,1,5,3,1,1,1,1,1,1,1,1,1,1,4,1,1,2,5,1,1,1,2,15,1,1,1,1,64,1,1,task_15
1,26,1,1,1,1,2,1,1,5,3,1,4,1,3,5,1,1,1,2,7,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,6,1,1,1,1,1,3,1,1,1,11,1,6,1,1,1,2,2,2,1,1,385,1,1,2,1,1,27,1,1,1,3,7,1,1,1,1,1,4,4,3,1,2,6,1,1,4,2,2,6,1,4,16,3,1,1,1,6,1,1,1,1,33,4,task_16
1,1,2,10,1,1,1,25,4,1,1,1,7,1,1,1,5,2,4,1,1,3,2,2,1,7,2,1,1,1,1,1,1,4,1,1,9,1,1,1,1,1,1,2,1,2,2,4,1,2,1,1,674,3,1,1,1,1,2,1,4,4,3,1,1,3,8,40,1,1,1,34,1,1,6,1,2,5,2,1,1,4,1,2,1,1,3,2,2,1,1,1,1,2,18,14,1,1,1,1,task_17
1,6,13,1,1,2,1,1,1,2,1,1,4,1,1,11,10,1,1,20,1,1,2,1,1,1,3,1,1,13,3,203,2,1,2,9,4,2,4,1,4,1,1,1,1,4,2,4,1,1,3,1,1,8,5,2,1,1,2,1,1,1,1,7,1,1,1,1,2,2,1,1,1,1,1,8,4,27,1,10,3,5,1,1,1,2,2,1,2,18,9,4,1,1,2,2,3,1,1,1,task_18
1,2,1,1,1,1,1,1,56,1,1,2,1,1,5,1,3,1,5,1,3,1,3,6,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,59,1,1,1,1,6,3,1,1,1,1,1,6,1,1,1,2,1,2,1,46,27,7,2,1,1,5,1,72,5,2,1,2,1,1,1,1,7,12,1,1,1,1,1,1,86,1,1,1,1,1,4,88,1,1,1,4,1,2,task_19
2,1,2,30,1,1,9,1,1,1,1,1,1,3,2,1,2,5,1,1,1,1,2,1,3,2,1,1,2,1,1,1,3,2,3,2,16,2,1,1,1,9,4,1,1,1,1,3,4,1,5,1,5,2,2,1,1,1,2,2,8,2,1,2,1,1,1,1,66,14,1,1,1,11,1,7,1,1,25,2,2,1,1,1,1,2,2,3,1,2,4,2,1,1,1,2,4,1,1,1,task_20
2,1,4,1,1,1,5,1,1,1,1,1,1,2,1,2,3,2,1,1,3,1,1,1,1,1,1,1,1,1,2,1,62,1,3,1,1,1,11,2,1,1,1,8,1,3,1,2,7,9,1,1,1,2,1,2,1,2,1,1,1,1,3,7,1,1,1,3,7,3,1,1,5,1,1,2,2,1,1,1,1,1,1,2,2,2,3,1,1,12,1,1,1,3,1,2,2,2,1,1,task_21
2,2,3,24,1,5,2,5,1,1,1,1,7,4,1,1,1,1,1,4,1,1,1,1,1,1,28,2,1,1,86,2,2,1,1,1,1,2,1,1,1,1,5,1,1,2,1,1,1,1,1,6,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,3,1,70,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,2,1,1,22,1,3,8,16,1,task_22
2,1,1,6,1,1,1,1,1,1,3,1,1,2,3,2,1,1,4,2,1,1,1,14,11,1,2,1,3,1,2,1,3,1,1,15,3,1,1,1,3,9,1,287,1,1,1,2,2,1,3,2,1,1,1,4,2,1,2,1,2,30,2,1,4,1,1,1,1,27,1,1,1,2,1,6,1,10,2,3,3,7,1,2,1,1,5,7,2,2,1,1,1,1,1,1,1,1,1,1,task_23
1,4,1,3,1,1,1,1,1,1,157,1,1,1,4,1,1,1,3,1,1,5,1,1,2,37,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,6,2,2,2,1,1,2,2,1,1,3,5,1,95,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,7,4,1,1,1,2,3,1,1,1,4,1,5,1,1,3,1,1,task_24
1,1,1,1,1,5,1,1,10,1,2,1,1,1,1,5,2,3,3,1,1,1,4,3,2,1,1,1,2,1,3,1,1,5,2,1,1,2,1,1,1,3,29,1,2,7,7,1,15,1,1,1,1,1,2,3,1,3,1,1,1,5,3,1,8,1,1,2,1,4,1,1,1,12,1,3,7,59,4,1,2,3,2,12,2,1,1,3,1,3,3,3,1,1,1,8,30,3,1,2,task_25
2,3,3,1,5,21,1,1,4,1,1,3,3,1,1,1,3,1,13,1,2,3,1,1,1,20,1,1,1,2,2,12,1,1,18,1,1,9,1,2,1,1,1,3,20,1,2,1,1,1,1,1,1,1,1,2,1,5,2,2,1,7,1,1,1,1,1,16,1,5,1,4,1,3,1,1,1,1,1,3,2,1,1,23,1,47,1,1,1,3,3,1,2,1,1,1,3,5,1,5,task_26
2,2,1,1,1,2,1,1,3,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,1,1,1,4,2,1,1,3,11,1,1,1,4,1,1,1,1,1,7,1,8,7,1,1,1,11,1,2,1,1,5,1,2,1,2,1,1,4,1,4,1,1,3,1,1,1,1,3,1,2,1,1,2,1,1,1,1,28,1,1,9,1,1,1,1,1,1,1,1,1,1,3,4,1,1,task_27
1,9,178,4,1,2,1,2,2,1,1,1,1,1,3,2,1,1,4,1,1,3,1,1,1,2,1,3,1,1,1,1,5,1,12,1,1,1,1,95,1,1,4,1,1,1,1,1,1,1,8,1,1,18,1,9,1,2,1,1,1,4,1,5,1,2,1,1,2,3,1,2,3,1,2,2,10,1,4,2,2,1,1,1,11,1,13,38,1,36,2,5,1,1,1,1,1,1,1,5,task_28
1,1,17,1,1,2,7,1,1,1,1,10,1,4,3,1,1,2,2,1,7,1,1,7,1,1,1,1,1,1,1,5,2,4,1,1,5,1,1,2,1,1,1,1,1,1,1,8,22,2,1,1,3,1,3,2,2,27,1,1,1,3,1,1,1,1,2,2,28,2,8,2,1,1,1,1,1,1,10,1,3,2,1,1,1,2,2,1,1,2,2,3,6,1,2,1,2,1,1,2,task_29
1,8,1,1,5,3,2,1,2,1,2,1,2,3,1,7,1,1,1,3,1,2,6,1,1,1,1,2,7,1,4,1,1,3,2,20,1,1,1,3,3,1,1,1,22,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,2,5,3,1,4,4,1,2,1,1,2,3,1,1,1,3,2,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,37,1,2,1,1,2,task_30
78,1,3,1,3,3,3,1,1,2,1,1,1,1,1,4,1,2,1,2,6,1,3,2,1,1,1,1,1,1,7,1,9,1,1,1,2,2,2,1,6,1,2,4,1,20,1,1,1,1,2,2,3,2,5,1,1,1,1,19,3,1,1,4,1,1,2,1,1,1,1,1,1,1,33,2,1,1,1,1,4,2,1,1,1,1,3,1,1,2,8,2,1,1,7,1,2,2,41,1,task_31
45,1,1,1,1,1,2,1,1,3,1,4,2,5,7,7,1,2,1,4,4,4,4,1,1,1,7,4,8,4,10,7,2,4,1,1,2,1,1,1,2,2,1,1,1,2,1,3,4,1,8,1,2,1,1,1,1,2,1,4,74,10,5,1,6,1,2,1,1,11,1,2,1,13,2,2,4,1,1,1,1,1,1,3,1,1,21,1,2,10,1,6,1,4,1,1,4,2,1,3,task_32
1,1,1,1,1,32,1,1,1,1,2,1,1,1,22,1,3,1,1,5,4,3,10,1,1,3,1,1,2,1,4,1,37,2,1,5,1,6,1,1,3,3,1,1,1,2,17,1,1,5,1,2,1,1,8,15,3,2,1,3,4,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,33,2,1,10,1,1,1,6,2,1,1,3,2,838,7,1,task_33
1,1,2,1,1,2,19,4,1,2,1,2,2,3,1,24,1,3,2,4,1,2,6,2,1,1,3,1,1,2,14,1,4,1,1,1,1,1,1,1,1,14,1,1,1,1,2,1,1,1,2,1,1,1,1,8,1,1,1,1,189,2,2,1,2,1,1,1,1,3,7,1,1,1,4,3,1,13,1,3,2,1,1,1,1,1,3,31,1,1,1,1,1,2,1,4,1,1,2,2,task_34
1,3,1,4,1,1,2,1,2,1,1,1,4,1,8,3,2,3,4,1,2,1,1,1,1,1,1,14,1,1,15,1,1,1,1,1,1,4,1,3,1,1,1,5,4,2,6,4,1,1,1,2,1,2,5,1,6,1,1,1,1,1,2,1,2,3,1,1,2,11,1,1,8,2,2,2,6,1,3,1,2,1,1,1,4,2,1,1,3,2,1,1,1,2,1,1,3,4293,1,2,task_35
1,7,1,7,2,1,2,7,3,2,1,1,4,2,1,1,1,1,2,2,28,1,1,4,1,1,4,1,1,1,1,1,1,3,1,291,50,3,1,9,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,2,16,1,1,1,2,1,1,1,3,5,1,61,1,2,1,1,1,2,1,1,1,34,7,1,1,1,1,1,2,2,1,1,1,1,2,1,task_36
3,1,1,3,2,1,2,3,1,1,1,18,1,1,1,1,1,1,85,2,1,6,2,14,1,6,1,1,2,1,4,1,1,11,2,8,1,1,1,1,1,1,2,1,2,1,5,6,1,3,1,6,1,20,1,4,3,1,1,1,1,2,1,2,1,39,7,6,1,1,10,1,1,12,2,1,1,1,3,1,1,3,1,1,1,1,1,5,5,1,1,110,1,9,3,4,1,2,1,2,task_37
1,2,4,1,2,2,1,1,3,1,3,73,2,2,4,1,1,1,1,7,1,1,1,2,1,10,1,1,1,1,1,2,3,3,3,1,2,2,1,1,1,62,1,1,1,1,2,1,1,1,2,3,11,2,3,1,1,15,1,1,27,3,1,1,1,1,1,1,3,5,3,1,1,1,1,1,4,25,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,15,1,1,3,13,1,1,task_38
2,1,2,2,1,1,5,1,1,1,3,2,1,5,1,2,1,1,15,2,1,3,15,1,1,1,1,5,1,1,6,1,1,1,2,1,1,1,1,1,2,15,3,2,1,1,1,3,1,1,1,1,11,1,1,1,1,1,1,1,2,1,1,1,1,13,6,1,1,1,1,3,1,1,601,2,2,1,1,11,1,1,1,1,9,2,1,1,8,1,1,1,9,1,1,1,1,1,1,1,task_39
1,1,1,1,2,1,1,1,1,3,45,1,1,3,1,2,27,1,1,1,3,1,1,4,1,1,2,2,1,3,1,31,4,1,1,1,1,1,2,1,1,1,8,10,1,3,3,1,1,6,1,15,2,3,8,2,1,24,1,1,1,1,11,1,3,1,1,1,1,1,1,1,2,3,1,5,1,1,1,9,1,2,1,2,7,2,2,1,4,1,10,1,1,2,1,7,1,1,1,1,task_40
1,1,1,1,1,1,1,1,11,1,1,10,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,6,2,1,1,1,2,64,1,2,2,1,2,8,2,1,1,1,1,3,2,1,3,1,1,1,1,1,1,1,3,4,2,1,1,2,9,1,1,1,20,1,7,1,1,1,2,1,1,1,1,1,1,4,9,1,1,1,1,4,4,1,1,1,1,1,1,1,1,2,task_41
1,3,1,1,5,1,1,1,110,1,1,1,1,1,3,1,2,4,1,1,1,4,1,2,8,4,1,3,1,2,6,1,124,1,1,1,2,1,2,1,1,1,1,42,1,1,2,1,1,1,1,2,1,3,1,6,1,1,1,1,1,1,1,1,1,3,2,1,1,1,2,3,1,1,1,3,3,1,1,1,1,1,6,1,2,1,1,40,2,1,1,2,2,4,1,6,2,1,1,3,task_42
1,1,1,1,1,6,30,1,1,1,2,4,6,4,5,1,2,1,22,1,78,2,1,12,1,1,1,1,3,1,1,1,1,4,1,1,24,1,1,1,7,1,1,3,1,1,3,1,1,2,1,4,2,1,1,2,2,2,1,18,332,3,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,3,1,1,1,3,28,11,2,1,3,1,1,1,1,2,5,1,9,1,1,task_43
2,3,1,1,4,1,1,3,1,22,45,1,2,1,23,1,1,1,1,3,3,15,3,1,1,3,1,5,1,5,2,1,1,1,1,1,2,3,1,1,1,1,2,1,1,13,1,1,1,1,24,3,3,3,1,1,12,1,9,2,2,1,2,1,2,1,2,4,1,2,12,1,1,2,1,1,1,6,1,2,1,1,1,2,1,1,1,8,1,1,2,6,1,2,2,19,2,1,3,1,task_44
17,1,3,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,114,13,2,2,17,1,2,1,1,4,32,17,2,2,3,1,1,1,1,1,1,2,12,4,5,1,1,2,1,1,2,4,3,1,1,2,2,1,1,1,1,1,2,1,2,1,11,9,3,1,1,2,1,1,2,1,2,1,3,2,1,1,5,1,5,1,3,1,1,1,1,2,3,3,1,1,3,1,1,1,1,task_45
1,1,4,3,1251,1,1,1,1,1,4,1,1,1,5,1,1,1,2,4,1,1,1,1,2,2,1,1,1,1,5,1,1,1,1,1,6,1,1,1,1,1,1,1,1,33,7,2,1,1,8,1,1,1,1,5,1,1,2,1,1,2,5,8,1,3,1,1,1,1,11,4,1,1,1,1,1,13,2,10,3,2,1,1,1,1,3,3,54,1,1,9,1,1,7,2,5,3,2,1,task_46
3,1,1,1,1,2,4,6,7,1,1,1,1,2,1,2,1,1,8,1,3,2,1,6,6,3,6,1,1,1,2,1,2,5,3,1,4,4,2,1,2,1,1,1,11,2,1,1,1,2,1,1,11,2,1,1,1,1,3,1,1,2,1,1,2,2,3,3,16,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,4,1,32,2,1,4,1,1,1,1,2,1,task_47
4,1,1,1,1,1,3,1,2,1,1,199,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,10,3,1,1,2,1,1,1,2,1,2,1,1,2,5,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,26,1,3,1,4,4,4,1,1,9,1,5,1,1,1,1,1,5,13,1,1,1,2,21,3,1,4,1,5,1,1,1,2,task_48
1,4,1,4,1,1,1,1,1,1,5,16,1,1,1,1,4,1,1,3,1,1,1,1,1,1,1,2,1,10,3,1,33,2,1,1,1,1,1,1,3,1,1,1,3,2,3,7,1,1,10,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,6,61,1,2,3,2,2,1,1,2,6,1,4,7,1,1,15,1,1,6,1,1,2,1,1,1,1,1,1,2,1,2,2,task_49
1,1,1,1,1,2,1,1,1,1,1,1,1,1,57,1,3,1,9,1,1,5,1,1,1,4,1,1,1,3,5,1,2,5,1,3,1,1,1,3,5,2,1,1,2,2,1,1,4,1,1,8,1,2,2,2,1,2,1,1,2,7,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,2,1,4,1,1,2,1,26,1,3,4,2,2,1,2,1,8,1,13,2,1,19,task_50
1,1,9,1,17,2,1,2,2,1,4,1,19,1,1,1,1,1,1,1,1,2,2,1,1,8,29,1,1,2,1,1,1,1,4,1,6,2,1,1,1,2,5,1,1,1,1,2,1,4,1,1,1,2,1,1,1,4,2,1,1,2,2,1,1,1,1,4,1,1,1,15,1,130,1,1,1,2,4,1,3,2,1,6,4,2,2,3,3,3,3,3,1,2,3,1,1,2,1,2,task_51
9,1,2,1,1,1,2,1,2,3,1,1,2,4,3,1,2,3,1,2,2,1,5,1,1,2,2,12,6,2,1,1,1,1,2,3,2,3,1,1,32,1,1,3,1,5,1,7,3,12,1,1,1,1,2,1,2,1,1,1,1,1,5,1,1,1,1,2,948,1,1,1,2,1,1,2,4,3,4,1,2,2,1,5,2,1,4,2,1,2,2,1,1,1,1,1,1,2,1,2,task_52
5,1,1,3,1,1,1,1,3,1,1,1,6,1,3,1,1,5,12,1,1,1,1,1,43,1,1,1,1,1,4,1,1,1,1,5,1,6,1,3,1,2,1,1,1,1,1,1,22,1,1,3,7,1,2,2,2,1,1,2,1,1,1,1,35,3,1,1,1,1,6,1,3,1,2,3,2,1,1,1,2,7,1,1,1,1,2,4,6,2,3,31,1,1,3,1,1,1,2,1,task_53
4,1,1,2,1,2,3,1,12,2,3,2,2,1,2,8,1,1,3,1,3,8,2,2,2,1,1,23,2,4,1,1,1,4,10,2,1,3,1,1,1,1,1,1,2,1,1,1,85,6,4,4,1,5,1,4,1,1,2,1,2,3,1,2,1,4,1,1,1,1,1,1,5,1,42,1,1,2,1,2,2,1,1,1,32,2,1118,65,1,1,1,6,1,1,2,1,1,1,1,1,task_54
1,1,3,1,1,1,12,9,1,1,1,1,1,1,3,1,1,4,1,1,1,2,1,1,1,1,1,1,3,2,23,62,2,1,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,5,1,11,1,2,2,2,1,5,1,1,1,1,2,1,5,8,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,4,task_55
7,1,1,3,2,4,104,1,1,1,1,1,3,1,1,3,2,1,2,1,1,23,5,1,1,3,1,1,2,1,2,3,1,1,1,1,1,1,2,2,2,3,7,1,1,1,1,1,1,1,2,2,14,7,1,1,1,1,1,1,1,8,4,1,1,1,49,1,1,1,1,1,2,1,2,3,23,1,2,103,1,1,5,2,1,6,1,1,17,2,1,2,1,1,1,1,2,3,2,1,task_56
1,5,1,2,1,1,2,4,1,137,2,1,1,1,6,2,23,1,1,1,1,5,2,2,1,1,1,4,4,2,70,19,1,5,1,1,3,1,1,1,7,4,7,1,1,2,1,1,2,1,16,1,1,1,3,8,1,2,5,1,3,5,1,2,2,13,1,1,1,3,3,1,1,1,1,1,1,1,4,1,1,3,1,3,1,1,5,1,2,5,3,1,1,2,1,7,1,1,1,2,task_57
1,1,1,1,1,2,1,1,2,30,3,1,4,2,1,1,3,1,1,6,3,2,1,2,11,1,3,1,1,3,1,1,1,3,1,2,1,1,1,8,1,4,3,1,5,14,2,2,11,1,2,7,8,1,2,3,1,1,2,2,1,1,4,4,1,1,3,1,1,1,1,1,1,2,2,30,2,1,1,1,2,1,1,1,1,1,9,1,1,2,1,1,1,2,1,2,1,2,1,1,task_58
2,1,1,1,2,1,1,1,8,1,1,1,1,3,1,1,2,1,3,1,1,3,1,1,1,3,2,1,1,5,3,1,1,4,4,2,1,1,1,12,2,1,1,5,8,2,2,2,14,1,1,1,1,1,1,1,1,2,1,1,13,1,1,4,4,2,2,1,2,1,3,1,5,1,1,5,6,8,6,1,2,2,1,1,1,1,2,4,31,3,5,4,1,2,7,1,2,1,1,1,task_59
1,2,1,1,2,2,2,2,5,1,1,1,2,4,2,1,8,1,1,2,1,1,1,1,3,2,2,1,1,2,4,4,1,4,1,1,1,2,1,1,2,3,35,2,1,1,2,1,1,1,5,1,8,3,50,2,1,1,3,1,3,8,1,2,1,1,1,2,1,183,1,1,1,1,7,1,3,1,1,1,2,1,1,2,4,1,3,4,2,1,1,3,6,3,1,2,1,1,2,15,task_60
1,1,1,1,33,3,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,3,1,2,1,5,4,1,1,2,1,10,1,3,12,13,21,2,7,1,1,1,1,1,2,4,1,1,8,1,3,1,2,4,5,1,1,7,1,1,2,1,1,1,3,4,1,1,1,30,3,2,4,6,2,1,2,3,1,1,1,1,64,6,1,2,2,1,1,8,4,1,3,2,2,3,1,task_61
1,3,1,2,1,76,3,1,4,6,5,6,2,1,2,1,1,2,1,4,1,1,1,1,1,2,1,13,1,4,2,1,1,1,1,5,2,1,1,1,2,53,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,20,2,10,1,2,2,1,1,2,10,1,7,7,1,3,4,1,1,56,1,1,1,1,1,17,9,179,2,8,1,1,1,13,1,1,1,33,1,1,1,1,9,1,task_62
1,6,2,4,1,2,1,1,1,1,1,1,1,3,1,2,1,1,15,3,1,3,1,1,1,1,5,1,1,1,1,2,7,2,2,6,2,1,3,1,2,1,1,1,8,1,35,1,1,1,1,1,7,1,16,1,1,1,1,1,11,1,1,18,4,9,3,1,4,347,1,1,1,1,6,8,2,1,3,4,2,1,1,1,1,1,1,1,1,1,1,1,10,1,3885,1,1,1,1,1,task_63
1,1,2,1,2,5,1,1,1,4,3,2,1,1,2,6,5,1,1,1,3,1,1,2,1,1,1,2,1,1,11,1,3,1,14,13,1,3,1,3,3,2,1,2,30,5,1,3,2,1,1,1,9,1,1,1,1,2,1,4,1,2,15,18,4,2,4,1,1,1,1,1,1,1,2,2,1,18,3,48,5,7,3,18,1,10,2,1,1,1,2,1,3,2,51,1,3,4,1,3,task_64
1,1,20,2,1,1,1,6,21,1,5,8,1,9,1,1,1,11,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,3,1,3,2,1,1,1,1,3,1,1,6,1,2,3,2,1,1,1,96,1,1,1,1,2,1,1,1,1,9,3,10,1,1,1,1,1,1,1,3,1,1,1,4,2,1,2,2,1,1,3,6,1,1,1,1,1,2,1,task_65
