query,dataset,runtime
22.sql,tpch,3571
10.sql,tpch,9678
31.sql,tpch,3130
28.sql,tpch,7671
36.sql,tpch,2498
3.sql,tpch,8062
7.sql,tpch,13313
35.sql,tpch,1898
16.sql,tpch,6630
24.sql,tpch,14084
4.sql,tpch,6261
8.sql,tpch,15713
19.sql,tpch,4068
26.sql,tpch,8006
38.sql,tpch,2909
18.sql,tpch,25040
30.sql,tpch,8942
23.sql,tpch,6639
37.sql,tpch,2163
32.sql,tpch,5249
12.sql,tpch,5053
6.sql,tpch,1485
21.sql,tpch,26294
25.sql,tpch,23648
17.sql,tpch,27126
11.sql,tpch,2379
27.sql,tpch,8116
9.sql,tpch,85246
2.sql,tpch,7116
29.sql,tpch,8430
33.sql,tpch,7984
34.sql,tpch,10777
15.sql,tpch,5503
1.sql,tpch,26612
14.sql,tpch,2620
20.sql,tpch,8791
13.sql,tpch,6962
5.sql,tpch,27529
22.sql,tpch,3308
10.sql,tpch,9057
31.sql,tpch,3249
28.sql,tpch,7766
36.sql,tpch,2516
3.sql,tpch,7908
7.sql,tpch,13222
35.sql,tpch,1868
16.sql,tpch,7098
24.sql,tpch,14541
4.sql,tpch,5557
8.sql,tpch,77325
19.sql,tpch,5557
26.sql,tpch,8371
38.sql,tpch,2483
18.sql,tpch,25965
30.sql,tpch,12375
23.sql,tpch,6595
37.sql,tpch,2229
32.sql,tpch,5445
12.sql,tpch,18192
6.sql,tpch,1534
21.sql,tpch,29545
25.sql,tpch,23253
17.sql,tpch,40486
11.sql,tpch,3877
27.sql,tpch,7452
9.sql,tpch,45752
2.sql,tpch,6775
29.sql,tpch,8880
33.sql,tpch,7773
34.sql,tpch,9871
15.sql,tpch,5360
1.sql,tpch,25984
14.sql,tpch,2829
20.sql,tpch,8412
13.sql,tpch,14328
5.sql,tpch,12596
22.sql,tpch,3378
10.sql,tpch,9925
31.sql,tpch,3178
28.sql,tpch,7934
36.sql,tpch,2869
3.sql,tpch,7710
7.sql,tpch,13202
35.sql,tpch,1993
16.sql,tpch,6740
24.sql,tpch,13774
4.sql,tpch,6215
8.sql,tpch,26048
19.sql,tpch,4460
26.sql,tpch,8107
38.sql,tpch,2925
18.sql,tpch,24965
30.sql,tpch,9190
23.sql,tpch,6582
37.sql,tpch,2162
32.sql,tpch,5562
12.sql,tpch,4953
6.sql,tpch,1456
21.sql,tpch,22060
25.sql,tpch,24488
17.sql,tpch,24662
11.sql,tpch,2196
27.sql,tpch,7586
9.sql,tpch,62284
2.sql,tpch,6514
29.sql,tpch,8687
33.sql,tpch,9134
34.sql,tpch,28743
15.sql,tpch,5602
1.sql,tpch,26924
14.sql,tpch,2848
20.sql,tpch,8780
13.sql,tpch,14690
5.sql,tpch,22058
22.sql,tpch,4100
10.sql,tpch,10619
31.sql,tpch,3664
28.sql,tpch,7780
36.sql,tpch,2371
3.sql,tpch,10526
7.sql,tpch,25969
35.sql,tpch,2292
16.sql,tpch,7783
24.sql,tpch,13869
4.sql,tpch,7079
8.sql,tpch,25302
19.sql,tpch,4434
26.sql,tpch,8303
38.sql,tpch,2752
18.sql,tpch,24977
30.sql,tpch,10452
23.sql,tpch,6609
37.sql,tpch,2253
32.sql,tpch,5863
12.sql,tpch,4831
6.sql,tpch,1572
21.sql,tpch,21373
25.sql,tpch,24068
17.sql,tpch,32675
11.sql,tpch,2075
27.sql,tpch,8110
9.sql,tpch,52813
2.sql,tpch,7136
29.sql,tpch,8865
33.sql,tpch,7778
34.sql,tpch,10246
15.sql,tpch,5240
1.sql,tpch,26889
14.sql,tpch,2820
20.sql,tpch,8568
13.sql,tpch,7310
5.sql,tpch,14728
22.sql,tpch,3368
10.sql,tpch,8921
31.sql,tpch,3177
28.sql,tpch,7983
36.sql,tpch,2243
3.sql,tpch,8396
7.sql,tpch,18319
35.sql,tpch,2511
16.sql,tpch,7541
24.sql,tpch,14908
4.sql,tpch,5967
8.sql,tpch,37880
19.sql,tpch,4075
26.sql,tpch,8642
query64.sql,tpcds,71401
query85.sql,tpcds,5600
query17.sql,tpcds,14383
query131.sql,tpcds,1837
query112.sql,tpcds,2163
query58.sql,tpcds,6150
query36.sql,tpcds,2789
query121.sql,tpcds,2094
query115.sql,tpcds,2338
query20.sql,tpcds,2488
query22.sql,tpcds,3203
query49.sql,tpcds,7961
query83.sql,tpcds,3543
query71.sql,tpcds,3554
query108.sql,tpcds,1695
query11.sql,tpcds,25193
query125.sql,tpcds,1851
query5.sql,tpcds,6888
query116.sql,tpcds,1826
query6.sql,tpcds,6891
query92.sql,tpcds,1736
query104.sql,tpcds,795
query88.sql,tpcds,7022
query65.sql,tpcds,4866
query52.sql,tpcds,994
query130.sql,tpcds,1947
query31.sql,tpcds,9126
query114.sql,tpcds,2148
query54.sql,tpcds,6595
query76.sql,tpcds,2829
query72.sql,tpcds,26189
query18.sql,tpcds,3359
query35.sql,tpcds,6324
query100.sql,tpcds,1290
query95.sql,tpcds,11130
query90.sql,tpcds,1808
query7.sql,tpcds,4093
query37.sql,tpcds,1713
query21.sql,tpcds,1604
query93.sql,tpcds,9842
query129.sql,tpcds,1796
query109.sql,tpcds,1650
query126.sql,tpcds,1556
query29.sql,tpcds,15251
query50.sql,tpcds,6672
query87.sql,tpcds,9579
query10.sql,tpcds,4723
query118.sql,tpcds,2507
query82.sql,tpcds,3276
query117.sql,tpcds,2047
query120.sql,tpcds,1845
query98.sql,tpcds,2058
query122.sql,tpcds,2208
query33.sql,tpcds,3364
query94.sql,tpcds,4834
query9.sql,tpcds,5698
query101.sql,tpcds,1347
query42.sql,tpcds,887
query70.sql,tpcds,2796
query73.sql,tpcds,2120
query16.sql,tpcds,7388
query26.sql,tpcds,2882
query32.sql,tpcds,1579
query123.sql,tpcds,2204
query43.sql,tpcds,1356
query99.sql,tpcds,2474
query34.sql,tpcds,2827
query86.sql,tpcds,1620
query25.sql,tpcds,13462
query66.sql,tpcds,4821
query128.sql,tpcds,1623
query102.sql,tpcds,973
query59.sql,tpcds,3913
query107.sql,tpcds,1025
query12.sql,tpcds,1666
query69.sql,tpcds,3319
query124.sql,tpcds,1515
query113.sql,tpcds,1564
query27.sql,tpcds,2261
query38.sql,tpcds,9482
query77.sql,tpcds,26570
query103.sql,tpcds,990
query19.sql,tpcds,2393
query81.sql,tpcds,3636
query13.sql,tpcds,2154
query48.sql,tpcds,3207
query4.sql,tpcds,42341
query63.sql,tpcds,1377
query91.sql,tpcds,1679
query28.sql,tpcds,8305
query68.sql,tpcds,3911
query55.sql,tpcds,792
query41.sql,tpcds,564
query61.sql,tpcds,1665
query47.sql,tpcds,15046
query56.sql,tpcds,3585
query51.sql,tpcds,13071
query96.sql,tpcds,1076
query3.sql,tpcds,811
query84.sql,tpcds,2320
query45.sql,tpcds,2067
query60.sql,tpcds,3412
query89.sql,tpcds,1985
query8.sql,tpcds,2481
query2.sql,tpcds,3473
query97.sql,tpcds,5715
query75.sql,tpcds,20096
query80.sql,tpcds,20357
query111.sql,tpcds,1436
query15.sql,tpcds,2678
query106.sql,tpcds,936
query79.sql,tpcds,2258
query40.sql,tpcds,5112
query57.sql,tpcds,9655
query110.sql,tpcds,1545
query78.sql,tpcds,22768
query62.sql,tpcds,1697
query127.sql,tpcds,1854
query105.sql,tpcds,1527
query44.sql,tpcds,2719
query1.sql,tpcds,3967
query74.sql,tpcds,24376
query53.sql,tpcds,1620
query46.sql,tpcds,3085
query119.sql,tpcds,2318
query64.sql,tpcds,103303
query85.sql,tpcds,3707
query17.sql,tpcds,26111
query131.sql,tpcds,1592
query112.sql,tpcds,1990
query58.sql,tpcds,3848
query36.sql,tpcds,2172
query121.sql,tpcds,1979
query115.sql,tpcds,1974
query20.sql,tpcds,1316
query22.sql,tpcds,3370
query49.sql,tpcds,7793
query83.sql,tpcds,2958
query71.sql,tpcds,2345
query108.sql,tpcds,1700
query11.sql,tpcds,23715
query125.sql,tpcds,1793
query5.sql,tpcds,7094
query116.sql,tpcds,2616
query6.sql,tpcds,5463
query92.sql,tpcds,1347
query104.sql,tpcds,731
query88.sql,tpcds,5920
query65.sql,tpcds,4878
query52.sql,tpcds,962
query130.sql,tpcds,1483
query31.sql,tpcds,8542
query114.sql,tpcds,2098
query54.sql,tpcds,5620
query76.sql,tpcds,3502
query72.sql,tpcds,26206
query18.sql,tpcds,3812
query35.sql,tpcds,5998
query100.sql,tpcds,701
query95.sql,tpcds,10720
query90.sql,tpcds,1765
query7.sql,tpcds,3452
query37.sql,tpcds,2146
query21.sql,tpcds,1856
query93.sql,tpcds,10083
query129.sql,tpcds,1660
query109.sql,tpcds,1316
query126.sql,tpcds,1763
query29.sql,tpcds,13795
query50.sql,tpcds,6028
query87.sql,tpcds,10227
query10.sql,tpcds,5050
query118.sql,tpcds,2531
query82.sql,tpcds,2607
query117.sql,tpcds,1789
query120.sql,tpcds,1834
query98.sql,tpcds,1606
query122.sql,tpcds,1740
query33.sql,tpcds,3487
query94.sql,tpcds,4628
query9.sql,tpcds,5672
query101.sql,tpcds,813
query42.sql,tpcds,1015
query70.sql,tpcds,2652
query73.sql,tpcds,1617
query16.sql,tpcds,7069
query26.sql,tpcds,3069
query32.sql,tpcds,1437
query123.sql,tpcds,2113
query43.sql,tpcds,1487
query99.sql,tpcds,2493
query34.sql,tpcds,2405
query86.sql,tpcds,1594
query25.sql,tpcds,13238
query66.sql,tpcds,4462
query128.sql,tpcds,1705
query102.sql,tpcds,786
query59.sql,tpcds,3876
query107.sql,tpcds,1137
query12.sql,tpcds,1772
query69.sql,tpcds,4104
query124.sql,tpcds,1515
query113.sql,tpcds,2008
query27.sql,tpcds,1888
query38.sql,tpcds,10161
query77.sql,tpcds,26917
query103.sql,tpcds,1237
query19.sql,tpcds,2862
query81.sql,tpcds,3855
query13.sql,tpcds,3046
query48.sql,tpcds,3381
query4.sql,tpcds,57676
query63.sql,tpcds,2096
query91.sql,tpcds,1449
query28.sql,tpcds,9381
query68.sql,tpcds,3685
query55.sql,tpcds,1198
query41.sql,tpcds,502
query61.sql,tpcds,1725
query47.sql,tpcds,14639
query56.sql,tpcds,3280
query51.sql,tpcds,11837
query96.sql,tpcds,867
query3.sql,tpcds,862
query84.sql,tpcds,2289
query45.sql,tpcds,2211
query60.sql,tpcds,4257
query89.sql,tpcds,2057
query8.sql,tpcds,2793
query2.sql,tpcds,3283
query97.sql,tpcds,5854
query75.sql,tpcds,20316
query80.sql,tpcds,23884
query111.sql,tpcds,1594
query15.sql,tpcds,2648
query106.sql,tpcds,1138
query79.sql,tpcds,2758
query40.sql,tpcds,5005
query57.sql,tpcds,8741
query110.sql,tpcds,1626
query78.sql,tpcds,23211
query62.sql,tpcds,1668
query127.sql,tpcds,1777
query105.sql,tpcds,1050
query44.sql,tpcds,2628
query1.sql,tpcds,3569
query74.sql,tpcds,23717
query53.sql,tpcds,1622
query46.sql,tpcds,2756
query119.sql,tpcds,2829
query64.sql,tpcds,61135
query85.sql,tpcds,3930
query17.sql,tpcds,26269
query131.sql,tpcds,1606
query112.sql,tpcds,1910
query58.sql,tpcds,4149
query36.sql,tpcds,1974
query121.sql,tpcds,2039
query115.sql,tpcds,1884
query20.sql,tpcds,1296
query22.sql,tpcds,3265
query49.sql,tpcds,7972
query83.sql,tpcds,2727
query71.sql,tpcds,2453
query108.sql,tpcds,894
query11.sql,tpcds,26259
query125.sql,tpcds,1580
query5.sql,tpcds,6980
query116.sql,tpcds,2356
query6.sql,tpcds,5756
query92.sql,tpcds,1444
query104.sql,tpcds,745
query88.sql,tpcds,6121
query65.sql,tpcds,5282
query52.sql,tpcds,1288
query130.sql,tpcds,1597
query31.sql,tpcds,7947
query114.sql,tpcds,2161
query54.sql,tpcds,5407
query76.sql,tpcds,2992
query72.sql,tpcds,25156
query18.sql,tpcds,3346
query35.sql,tpcds,6082
query100.sql,tpcds,728
query95.sql,tpcds,11257
query90.sql,tpcds,1813
query7.sql,tpcds,3343
query37.sql,tpcds,1670
query21.sql,tpcds,1753
query93.sql,tpcds,9835
query129.sql,tpcds,1634
query109.sql,tpcds,1577
query126.sql,tpcds,1637
query29.sql,tpcds,14026
query50.sql,tpcds,6200
query87.sql,tpcds,9284
query10.sql,tpcds,5054
query118.sql,tpcds,2493
query82.sql,tpcds,3006
query117.sql,tpcds,1753
query120.sql,tpcds,1919
query98.sql,tpcds,1599
query122.sql,tpcds,1722
query33.sql,tpcds,3506
query94.sql,tpcds,4517
query9.sql,tpcds,5247
query101.sql,tpcds,689
query42.sql,tpcds,944
query70.sql,tpcds,2678
query73.sql,tpcds,1489
query16.sql,tpcds,6873
query26.sql,tpcds,2959
query32.sql,tpcds,1561
query123.sql,tpcds,2298
query43.sql,tpcds,1673
query99.sql,tpcds,1992
query34.sql,tpcds,2559
query86.sql,tpcds,1386
query25.sql,tpcds,13134
query66.sql,tpcds,3759
query128.sql,tpcds,1487
query102.sql,tpcds,963
query59.sql,tpcds,4289
query107.sql,tpcds,1173
query12.sql,tpcds,1606
query69.sql,tpcds,3484
query124.sql,tpcds,1582
query113.sql,tpcds,2622
query27.sql,tpcds,2563
query38.sql,tpcds,8692
query77.sql,tpcds,26811
query103.sql,tpcds,1120
query19.sql,tpcds,3163
query81.sql,tpcds,3761
query13.sql,tpcds,2186
query48.sql,tpcds,3853
query4.sql,tpcds,45921
query63.sql,tpcds,1603
query91.sql,tpcds,1454
query28.sql,tpcds,7783
query68.sql,tpcds,2862
query55.sql,tpcds,1101
query41.sql,tpcds,502
query61.sql,tpcds,1703
query47.sql,tpcds,15872
query56.sql,tpcds,3542
query51.sql,tpcds,13900
query96.sql,tpcds,1162
query3.sql,tpcds,1153
query84.sql,tpcds,2049
query45.sql,tpcds,1956
query60.sql,tpcds,4890
query89.sql,tpcds,3134
query8.sql,tpcds,2526
query2.sql,tpcds,3421
query97.sql,tpcds,15398
query75.sql,tpcds,21261
query80.sql,tpcds,20813
query111.sql,tpcds,1489
query15.sql,tpcds,2492
query106.sql,tpcds,769
query79.sql,tpcds,2410
query40.sql,tpcds,5512
query57.sql,tpcds,9225
query110.sql,tpcds,1602
query78.sql,tpcds,25910
query62.sql,tpcds,1762
query127.sql,tpcds,1533
query105.sql,tpcds,796
query44.sql,tpcds,2724
query1.sql,tpcds,3663
query74.sql,tpcds,25620
query53.sql,tpcds,1532
query46.sql,tpcds,2692
query119.sql,tpcds,2481
query64.sql,tpcds,99723
query85.sql,tpcds,3762
query17.sql,tpcds,21837
query131.sql,tpcds,1378
query112.sql,tpcds,1495
query58.sql,tpcds,3882
query36.sql,tpcds,2442
query121.sql,tpcds,1950
query115.sql,tpcds,2402
query20.sql,tpcds,1633
query22.sql,tpcds,3392
query49.sql,tpcds,14933
query83.sql,tpcds,3266
query71.sql,tpcds,2380
query108.sql,tpcds,1307
query11.sql,tpcds,25660
query125.sql,tpcds,1730
query5.sql,tpcds,6651
query116.sql,tpcds,2166
query6.sql,tpcds,5435
query92.sql,tpcds,1323
query104.sql,tpcds,1051
query88.sql,tpcds,6272
query65.sql,tpcds,4756
query52.sql,tpcds,834
query130.sql,tpcds,1692
query31.sql,tpcds,7844
query114.sql,tpcds,2785
query54.sql,tpcds,5498
query76.sql,tpcds,2854
query72.sql,tpcds,25967
query18.sql,tpcds,3806
query35.sql,tpcds,6260
query100.sql,tpcds,839
query95.sql,tpcds,12231
query90.sql,tpcds,1794
query7.sql,tpcds,3974
query37.sql,tpcds,2279
query21.sql,tpcds,1463
query93.sql,tpcds,10073
query129.sql,tpcds,1511
query109.sql,tpcds,1565
query126.sql,tpcds,1784
query29.sql,tpcds,13299
query50.sql,tpcds,6310
query87.sql,tpcds,10095
query10.sql,tpcds,4366
query118.sql,tpcds,2551
query82.sql,tpcds,3010
query117.sql,tpcds,2249
query120.sql,tpcds,1912
query98.sql,tpcds,1866
query122.sql,tpcds,1732
query33.sql,tpcds,3943
query94.sql,tpcds,4951
query9.sql,tpcds,6358
query101.sql,tpcds,738
query42.sql,tpcds,675
query70.sql,tpcds,2771
query73.sql,tpcds,2508
query16.sql,tpcds,6700
query26.sql,tpcds,2734
query32.sql,tpcds,1458
query123.sql,tpcds,1975
query43.sql,tpcds,1484
query99.sql,tpcds,2216
query34.sql,tpcds,2244
query86.sql,tpcds,1395
query25.sql,tpcds,13172
query66.sql,tpcds,4184
query128.sql,tpcds,1691
query102.sql,tpcds,729
query59.sql,tpcds,3923
query107.sql,tpcds,1369
query12.sql,tpcds,1613
query69.sql,tpcds,3783
query124.sql,tpcds,1557
query113.sql,tpcds,1845
query27.sql,tpcds,2486
query38.sql,tpcds,9999
query77.sql,tpcds,27647
query103.sql,tpcds,841
query19.sql,tpcds,2970
query81.sql,tpcds,3419
query13.sql,tpcds,3362
query48.sql,tpcds,2893
query4.sql,tpcds,45287
query63.sql,tpcds,1510
query91.sql,tpcds,1388
query28.sql,tpcds,11525
query68.sql,tpcds,3202
query55.sql,tpcds,1061
query41.sql,tpcds,479
query61.sql,tpcds,1780
query47.sql,tpcds,15158
query56.sql,tpcds,4174
query51.sql,tpcds,11245
query96.sql,tpcds,809
query3.sql,tpcds,1105
query84.sql,tpcds,2176
query45.sql,tpcds,2103
query60.sql,tpcds,4604
query89.sql,tpcds,2048
query8.sql,tpcds,2285
query2.sql,tpcds,3325
query97.sql,tpcds,6239
query75.sql,tpcds,20872
query80.sql,tpcds,19054
query111.sql,tpcds,1633
query15.sql,tpcds,2977
query106.sql,tpcds,1129
query79.sql,tpcds,2122
query40.sql,tpcds,4778
query57.sql,tpcds,8924
query110.sql,tpcds,1666
query78.sql,tpcds,24293
query62.sql,tpcds,1562
query127.sql,tpcds,1881
query105.sql,tpcds,698
query44.sql,tpcds,2597
query1.sql,tpcds,3325
query74.sql,tpcds,26303
query53.sql,tpcds,1610
query46.sql,tpcds,2746
query119.sql,tpcds,2402
query64.sql,tpcds,115133
query85.sql,tpcds,4329
query17.sql,tpcds,17765
query131.sql,tpcds,1546
query112.sql,tpcds,1581
query58.sql,tpcds,3901
query36.sql,tpcds,2051
query121.sql,tpcds,2191
query115.sql,tpcds,2513
query20.sql,tpcds,1428
query22.sql,tpcds,3247
query49.sql,tpcds,8168
query83.sql,tpcds,2930
query71.sql,tpcds,2663
query108.sql,tpcds,1460
query11.sql,tpcds,27401
query125.sql,tpcds,2087
query5.sql,tpcds,7242
query116.sql,tpcds,1799
query6.sql,tpcds,6288
query92.sql,tpcds,1585
query104.sql,tpcds,1687
query88.sql,tpcds,5840
query65.sql,tpcds,5960
query52.sql,tpcds,1051
query130.sql,tpcds,1449
query31.sql,tpcds,9576
query114.sql,tpcds,2361
query54.sql,tpcds,5655
query76.sql,tpcds,2856
query72.sql,tpcds,26861
query18.sql,tpcds,3498
query35.sql,tpcds,15396
query100.sql,tpcds,1312
query95.sql,tpcds,13045
query90.sql,tpcds,1786
query7.sql,tpcds,3415
query37.sql,tpcds,1772
query21.sql,tpcds,1977
query93.sql,tpcds,10243
query129.sql,tpcds,1567
query109.sql,tpcds,1423
query126.sql,tpcds,1674
query29.sql,tpcds,21069
query50.sql,tpcds,8020
query87.sql,tpcds,9969
query10.sql,tpcds,4629
query118.sql,tpcds,2296
query82.sql,tpcds,2662
query117.sql,tpcds,2081
query120.sql,tpcds,1847
query98.sql,tpcds,1446
query122.sql,tpcds,1776
query33.sql,tpcds,3586
query94.sql,tpcds,4635
query9.sql,tpcds,5198
query101.sql,tpcds,685
query42.sql,tpcds,1027
query70.sql,tpcds,2930
query73.sql,tpcds,1322
query16.sql,tpcds,7041
query26.sql,tpcds,2459
query32.sql,tpcds,1503
query123.sql,tpcds,2184
query43.sql,tpcds,1332
query99.sql,tpcds,2203
query34.sql,tpcds,2684
query86.sql,tpcds,1607
query25.sql,tpcds,13149
query66.sql,tpcds,4655
query128.sql,tpcds,1465
query102.sql,tpcds,1054
query59.sql,tpcds,3714
query107.sql,tpcds,1022
query12.sql,tpcds,1706
query69.sql,tpcds,3168
query124.sql,tpcds,1431
query113.sql,tpcds,1768
query27.sql,tpcds,2137
query38.sql,tpcds,8915
query77.sql,tpcds,26177
query103.sql,tpcds,1001
query19.sql,tpcds,2130
query81.sql,tpcds,4428
query13.sql,tpcds,2917
query48.sql,tpcds,2691
query4.sql,tpcds,43339
query63.sql,tpcds,1707
query91.sql,tpcds,1329
query28.sql,tpcds,7903
query68.sql,tpcds,2972
query55.sql,tpcds,789
query41.sql,tpcds,476
query61.sql,tpcds,1794
query47.sql,tpcds,16432
query56.sql,tpcds,4074
query51.sql,tpcds,11979
query96.sql,tpcds,1215
query3.sql,tpcds,1120
query84.sql,tpcds,2185
query45.sql,tpcds,2020
query60.sql,tpcds,4099
query89.sql,tpcds,1951
query8.sql,tpcds,2068
query2.sql,tpcds,3116
query97.sql,tpcds,5898
query75.sql,tpcds,23014
query80.sql,tpcds,36973
query111.sql,tpcds,2015
query15.sql,tpcds,2736
query106.sql,tpcds,1610
query79.sql,tpcds,2670
query40.sql,tpcds,5706
query57.sql,tpcds,8581
query110.sql,tpcds,1650
query78.sql,tpcds,24017
query62.sql,tpcds,1872
query127.sql,tpcds,1645
query105.sql,tpcds,877
query44.sql,tpcds,2723
query1.sql,tpcds,3693
query74.sql,tpcds,24238
query53.sql,tpcds,1640
query46.sql,tpcds,2961
query119.sql,tpcds,2522
query64.sql,tpcds,56703
query85.sql,tpcds,4371
query17.sql,tpcds,17789
query131.sql,tpcds,1668
query112.sql,tpcds,2286
query58.sql,tpcds,2827
query36.sql,tpcds,1956
query121.sql,tpcds,1954
query115.sql,tpcds,1808
query20.sql,tpcds,1224
query22.sql,tpcds,3151
query49.sql,tpcds,7844
query83.sql,tpcds,3371
query71.sql,tpcds,2474
query108.sql,tpcds,1853
query11.sql,tpcds,25544
query125.sql,tpcds,1748
query5.sql,tpcds,6753
query116.sql,tpcds,2261
query6.sql,tpcds,6097
query92.sql,tpcds,1576
query104.sql,tpcds,704
query88.sql,tpcds,6190
query65.sql,tpcds,5098
query52.sql,tpcds,838
query130.sql,tpcds,1551
query31.sql,tpcds,8039
query114.sql,tpcds,1872
query54.sql,tpcds,5571
query76.sql,tpcds,2954
query72.sql,tpcds,25596
query18.sql,tpcds,3505
query35.sql,tpcds,6275
query100.sql,tpcds,1150
query95.sql,tpcds,11542
query90.sql,tpcds,1601
query7.sql,tpcds,3822
query37.sql,tpcds,1873
query21.sql,tpcds,1886
query93.sql,tpcds,10092
query129.sql,tpcds,1414
query109.sql,tpcds,1634
query126.sql,tpcds,1720
query29.sql,tpcds,13861
query50.sql,tpcds,6298
query87.sql,tpcds,9459
query10.sql,tpcds,4794
query118.sql,tpcds,2132
query82.sql,tpcds,2463
query117.sql,tpcds,2426
query120.sql,tpcds,1608
query98.sql,tpcds,1553
query122.sql,tpcds,1991
query33.sql,tpcds,3418
query94.sql,tpcds,4804
query9.sql,tpcds,5452
query101.sql,tpcds,719
query42.sql,tpcds,1125
query70.sql,tpcds,2614
query73.sql,tpcds,2731
query16.sql,tpcds,6649
query26.sql,tpcds,3044
query32.sql,tpcds,1369
query123.sql,tpcds,1970
query43.sql,tpcds,1681
query99.sql,tpcds,2068
query34.sql,tpcds,3173
query86.sql,tpcds,1549
query25.sql,tpcds,12630
query66.sql,tpcds,4734
query128.sql,tpcds,1732
query102.sql,tpcds,775
query59.sql,tpcds,3608
query107.sql,tpcds,1202
query12.sql,tpcds,1721
query69.sql,tpcds,3115
query124.sql,tpcds,1521
query113.sql,tpcds,2034
query27.sql,tpcds,2313
query38.sql,tpcds,9399
query77.sql,tpcds,26823
query103.sql,tpcds,927
query19.sql,tpcds,2449
